Simple Sock Pattern & Gift Pouch,socks,9219
Irish Mesh Cowl,cowl,382699
Top Down Raglan Baby Sweater,sweater,8654
Fallberry Mitts,gloves / mittens,230349
Print O' the Wave Stole,shawl / wrap,477
Broad Street Mittens,gloves / mittens,1549
Rustling Leaves Beret,hat,265992
Gevlochten Bal / Braided Ball,toys and hobbies,60263
DNA Scarf,scarf,951
Feuerland - Melierte Socken mit Zopfmuster,socks,205697
Anemone Hats,misc,274353
Crochet Flower Hot Pad,home items,53466
Tempest,sweater,63144
Petty Harbour,socks,518078
Birch,shawl / wrap,220
Jason's Tweed Hat,hat,224754
Metalouse,shawl / wrap,367324
Granny Stripe Boutique Bag,bag,214170
Nanook,sweater,292836
Baby Snow Dragon,toys and hobbies,8710
Malabrigo Hand Thingies,gloves / mittens,86763
Eleanor Cowl,cowl,202667
Birdie Decoration,home items,148996
Modern Cabled Baby Bib,misc neckwear,71453
Welcome to the World Newborn Hat,hat,30562
Children's Felt Clogs (CH38),socks,7624
Ease,sweater,375779
Pepita,onesies,151279
Shapely Boyfriend,sweater,279582
Stay-on baby booties (archive),socks,60742
Peekaboo Mitts,gloves / mittens,217371
Hallowig,toys and hobbies,1300
Seamless Yoke Sweater,sweater,184
Arroyo,shawl / wrap,221645
Granny's favourite,sweater,349405
Damask,shawl / wrap,208957
Line Break,shawl / wrap,285914
The Easy Ombre Slouch Hat,hat,509476
Idlewood,sweater,196381
Afmæli - 20-year anniversary sweater,sweater,280692
The Force Awakens Hat,hat,622025
Schultertuch / Dreieckstuch,shawl / wrap,411802
Vortex Shawl,shawl / wrap,78651
Argosy,scarf,548
Cable Comfort / Sutter's Mill Throw,blanket,2663
All-Day Beret,hat,159446
Foolproof,cowl,395865
Diagonal Comfort Blanket,blanket,117714
Hedgehogs,toys and hobbies,382493
Nottingham,hat,31624
Wanida ,socks,112785
Lyn's Round Ripple Baby Afghan,blanket,3870
Mr. Pitt's Socks (aka Dad Socks),socks,51213
Earl Grey,socks,20348
Riddari,sweater,106061
Gundel,socks,522385
Anastasia Socks,socks,269
Dumpling Bags,bag,76778
Feather and Fan Short Scarf,scarf,146287
Bow-Knot Scarf,scarf,6369
Cheri Hat,hat,137329
Henry,scarf,21570
Simple Things,shawl / wrap,150076
On the Spice Market,shawl / wrap,656848
Vivid,blanket,403385
# 214 Baby Pullover,sweater,6361
Easy Mistake Stitch Scarf,scarf,101011
Ten Stitch Twist,blanket,116424
Snapdragon flip-tops,gloves / mittens,142067
Vivian,sweater,94530
The Elder Tree Shawl,shawl / wrap,445866
Circular Shrug,shrug / bolero,510
Cigar,gloves / mittens,819
Birthday Cowl,cowl,66310
Strandwanderer,shawl / wrap,363243
Easy Lace Scarf,scarf,9044
Pamuya,shawl / wrap,192633
Woolly Owl Hat,hat,274010
My Cup of Tea socks,socks,367142
Sackboy,misc,97629
Wavy,scarf,980
Glam Shells,shawl / wrap,305137
Diamond Ridges,hat,104640
A Better Bucket,hat,51116
Tubularity,cowl,481001
Luna Moth Shawl,shawl / wrap,2256
Flax Light,sweater,632425
Felted Bowls,home items,3424
Spatterdash Wristwarmers,gloves / mittens,268378
Kusha Kusha Scarf/ Knit Felt Shawl,scarf,1066
Head Huggers,hat,2855
Sucky Thumb Mitts,gloves / mittens,97201
Little Pumpkin,hat,6716
The Great American Afghan,blanket,10047
Chunky Dean Street Hat,hat,109675
Big Chunky Comfy Hat,hat,224613
Orchid Thief,shawl / wrap,198560
Scylla,socks,163214
Amish Puzzle Ball,toys and hobbies,250354
Commuter Fingerless Mittens,gloves / mittens,251852
Blooming Flower Cushion,home items,260518
London Beanie,hat,2474
Beans the Cat Knitting Pattern,toys and hobbies,328829
Celestarium,shawl / wrap,357999
Simple newborn hat with a touch of lace,hat,136008
Thermal,sweater,66
# 9730 Children's Neck Down Pullover,sweater,9672
ETTA,hat,152533
Harry Potter Prisoner of Azkaban Scarf,scarf,2212
Fleegle's Seamless Saartje Booties,socks,38908
Seamless Baby Kimono,sweater,32008
5 Stitches per Inch Sock,socks,26309
Casu Cowl,cowl,275949
